ceo_initial_data	stage	initial_data_stage
3k_main_ceo_initial_data_character_historical_yang_yong_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yang_yong_title	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_yang_yong_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yang_yong_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yang_yong_title	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_yang_yong_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yao_zhou_title_ironic
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_yao_zhou_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yi_ji_title_ironic
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_yi_ji_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_yi_liao_title	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yi_liao_title	11	3k_main_ceo_initial_data_stage_character_traits_historical_yi_liao_title
3k_main_ceo_initial_data_character_historical_yi_liao_title	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yi_liao_title	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yi_liao_title	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yi_liao_title	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_yi_liao_title	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yi_liao_title	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yi_liao_title	3	3k_main_ceo_initial_data_character_generic_fire_ancillaries_01
3k_main_ceo_initial_data_character_historical_yi_liao_title	4	3k_main_ceo_initial_data_equipment_permissions_unique_fire
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yin_feng_ironic
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_yin_feng_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_yin_li	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yin_li	11	3k_main_ceo_initial_data_stage_character_traits_historical_yin_li
3k_main_ceo_initial_data_character_historical_yin_li	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yin_li	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yin_li	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yin_li	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_yin_li	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yin_li	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yin_li	3	3k_main_ceo_initial_data_character_historical_yin_li_ancillaries
3k_main_ceo_initial_data_character_historical_yin_li	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_yin_mo_title_ironic
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_earth
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	3	3k_main_ceo_initial_data_character_generic_earth_ancillaries_01
3k_main_ceo_initial_data_character_historical_yin_mo_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_earth
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_ying_lun_ironic
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	13	3k_main_ceo_initial_data_stage_character_gender_female
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_ying_lun_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_ying_qu_ironic
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_wood
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	3	3k_main_ceo_initial_data_character_generic_wood_ancillaries_01
3k_main_ceo_initial_data_character_historical_ying_qu_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_wood
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_ying_rong_ironic
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_water
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	3	3k_main_ceo_initial_data_character_generic_water_ancillaries_01
3k_main_ceo_initial_data_character_historical_ying_rong_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_water
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	11	3k_main_ceo_initial_data_stage_character_traits_historical_ying_rong_title_ironic
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	17	3k_main_ceo_initial_data_stage_character_childhood_metal
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	3	3k_main_ceo_initial_data_character_generic_metal_ancillaries_01
3k_main_ceo_initial_data_character_historical_ying_rong_title_ironic	4	3k_main_ceo_initial_data_equipment_permissions_unique_metal
3k_main_ceo_initial_data_character_historical_ying_shao	10	3k_main_ceo_initial_data_stage_character_traits_shared_global_permissions
3k_main_ceo_initial_data_character_historical_ying_shao	11	3k_main_ceo_initial_data_stage_character_traits_historical_ying_shao
3k_main_ceo_initial_data_character_historical_ying_shao	13	3k_main_ceo_initial_data_stage_character_gender_male
3k_main_ceo_initial_data_character_historical_ying_shao	14	3k_main_ceo_initial_data_stage_character_protagonist
3k_main_ceo_initial_data_character_historical_ying_shao	15	3k_main_ceo_initial_data_stage_character_wealth_random
3k_main_ceo_initial_data_character_historical_ying_shao	17	3k_main_ceo_initial_data_stage_character_childhood_fire
3k_main_ceo_initial_data_character_historical_ying_shao	2	3k_main_initial_data_character_ancillaries_global
3k_main_ceo_initial_data_character_historical_ying_shao	21	3k_dlc04_ceo_initial_data_character_give_political_support_random
3k_main_ceo_initial_data_character_historical_ying_shao	3	3k_main_ceo_initial_data_character_historical_ying_shao_ancillaries
